序號,路期,號碼,備註,路考日期,路考項目,
3958,0038BAA102,6,0038B056,,,
3992,0038BAA102,7,0038B057,,,
3434,0038BAA102,8,0038B060,,,
3898,0038BAA102,9,0038A014補,,,
3858,0038BAA102,10,0038A006補,,,
3994,0038BAA102,11,0038B038,,,
3956,0038BAA102,12,0038B029,,,
3991,0038BAA102,13,0038B033,,,
3995,0038BAA102,14,0038B041,,,
4002,0038BAA102,15,0038B036,,,
3965,0038BAA102,16,0038B030,,,
3998,0038BAA102,17,0038B031,,,
3960,0038BAA102,18,0038B032,,,
3986,0038BAA102,19,0038B040,,,
3982,0038BAA102,20,0038B039,,,
3977,0038BAA102,21,0038B020,,,
3595,0038BAA102,22,0038B016,,,
3967,0038BAA102,23,0038B017,,,
4007,0038BAA102,24,0038B023,,,
3964,0038BAA102,25,0038B025,,,
4001,0038BAA102,26,0038B028,,,
3968,0038BAA102,27,0038B021,,,
3999,0038BAA102,28,0038B018,,,
3981,0038BAA102,29,0038B019,,,
3988,0038BAA102,30,0038B026,,,
3951,0038BAA102,31,0038B015,,,
3984,0038BAA102,32,0038B024,,,
3949,0038BAA102,33,0038B022,,,
3961,0038BAA102,34,0038B027,,,
3921,0038BAA102,35,0038A101補,,,
3818,0038BAA102,36,0037B071補,,,
4053,0039AAA101,1,0039A022,,,
3976,0039AAA101,2,0038B010補,,,
4030,0039AAA101,3,0039A006,,,
3921,0039AAA101,4,0038A101補,,,
3951,0039AAA101,5,0038B015補,,,
4061,0039AAA101,6,0039A012,,,
4012,0039AAA101,7,0039A008,,,
4037,0039AAA101,8,0039A001,,,
4027,0039AAA101,9,0039A010,,,
4051,0039AAA101,10,0039A002,,,
4024,0039AAA101,11,0039A013,,,
4065,0039AAA101,12,0039A020,,,
4025,0039AAA101,13,0039A018,,,
4011,0039AAA101,14,0039A016,,,
4062,0039AAA101,15,0039A021,,,
3692,0039AAA101,16,0037A039補,,,
4039,0039AAA101,17,0039A014,,,
4005,0039AAA101,18,0039A023,,,
4058,0039AAA101,19,0039A015,,,
4045,0039AAA101,20,0039A017,,,
4040,0039AAA101,21,0039A024,,,
3926,0039AAA101,22,0038A037補,,,
3936,0039AAA101,23,0038A034補,,,
4047,0039AAA101,24,0039A038,,,
4018,0039AAA101,25,0039A034,,,
4029,0039AAA101,26,0039A026,,,
4003,0039AAA101,27,0039A036,,,
4067,0039AAA101,28,0039A033,,,
4068,0039AAA101,29,0039A030,,,
4035,0039AAA101,30,0039A027,,,
4033,0039AAA101,31,0039A031,,,
4036,0039AAA101,32,0039A025,,,
4069,0039AAA101,33,0039A032,,,
4057,0039AAA101,34,0039A028,,,
4021,0039AAA101,35,0039A029,,,
4056,0039AAA101,36,0039A019,,,
4054,0039AAA101,37,0039A037,,,
4013,0039AAA101,38,0039A035,,,
3650,0039AAA101,39,0037A079補,,,
3937,0039AAA101,40,0038A062補,,,
3998,0039AAA102,1,0038B031補,,,
4060,0039AAA102,2,0039A056,,,
4008,0039AAA102,3,0039A007,,,
3953,0039AAA102,4,0038B043補,,,
4009,0039AAA102,5,0038B048補,,,
4006,0039AAA102,6,0038B047補,,,
4063,0039AAA102,7,0039A004,,,
4019,0039AAA102,8,0039A005,,,
4070,0039AAA102,9,0039A011,,,
4032,0039AAA102,10,0039A009,,,
4010,0039AAA102,11,0039A003,,,
3898,0039AAA102,12,0038A014補,,,
3434,0039AAA102,13,0038B060補,,,
3858,0039AAA102,14,0038A006補,,,
4052,0039AAA102,15,0039A043,,,
4064,0039AAA102,16,0039A045,,,
4059,0039AAA102,17,0039A046,,,
4048,0039AAA102,18,0039A042,,,
4020,0039AAA102,19,0039A039,,,
4049,0039AAA102,20,0039A047,,,
4015,0039AAA102,21,0039A049,,,
4041,0039AAA102,22,0039A044,,,
4055,0039AAA102,23,0039A050,,,
4044,0039AAA102,24,0039A048,,,
4043,0039AAA102,25,0039A040,,,
4038,0039AAA102,26,0039A041,,,
3883,0039AAA102,27,0038A095補,,,
4016,0039AAA102,28,0039A059,,,
4023,0039AAA102,29,0039A058,,,
4031,0039AAA102,30,0039A057,,,
4066,0039AAA102,31,0039A054,,,
4004,0039AAA102,32,0039A061,,,
4050,0039AAA102,33,0039A053,,,
4028,0039AAA102,34,0039A052,,,
4042,0039AAA102,35,0039A063,,,
4046,0039AAA102,36,0039A055,,,
4034,0039AAA102,37,0039A062,,,
4014,0039AAA102,38,0039A051,,,
3923,0039AAA102,39,0039A060,,,
4087,0039BAA101,1,0039B079,,,
3923,0039BAA101,2,0039A060補,,,
4028,0039BAA101,3,0039A052補,,,
4146,0039BAA101,4,0039B038,,,
4099,0039BAA101,5,0039B042,,,
4094,0039BAA101,6,0039B040,,,
4128,0039BAA101,7,0039B033,,,
4136,0039BAA101,8,0039B036,,,
4102,0039BAA101,9,0039B031,,,
4129,0039BAA101,10,0039B037,,,
4078,0039BAA101,11,0039B012,,,
4126,0039BAA101,12,0039B010,,,
4083,0039BAA101,13,0039B001,,,
4132,0039BAA101,14,0039B008,,,
4147,0039BAA101,15,0039B009,,,
4137,0039BAA101,16,0039B011,,,
4092,0039BAA101,17,0039B067,,,
4142,0039BAA101,18,0039B062,,,
4130,0039BAA101,19,0039B058,,,
4097,0039BAA101,20,0039B059,,,
4150,0039BAA101,21,0039B061,,,
4134,0039BAA101,22,0039B064,,,
4098,0039BAA101,23,0039B070,,,
4076,0039BAA101,24,0039B080,,,
4125,0039BAA101,25,0039B066,,,
4089,0039BAA101,26,0039B069,,,
4100,0039BAA101,27,0039B068,,,
4112,0039BAA101,28,0039B065,,,
4115,0039BAA101,29,0039B063,,,
4105,0039BAA101,30,0039B057,,,
4144,0039BAA102,1,0039B005,,,
4151,0039BAA102,2,0039B006,,,
4109,0039BAA102,3,0039B014,,,
4080,0039BAA102,4,0039B013,,,
4093,0039BAA102,5,0039B071,,,
4131,0039BAA102,6,0039B076,,,
4104,0039BAA102,7,0039B072,,,
4013,0039BAA102,8,0039A035補,,,
3937,0039BAA102,9,0038A062補,,,
3993,0039BAA102,10,0038B004補,,,
4073,0039BAA102,11,0039B007,,,
4118,0039BAA102,12,0039B003,,,
4107,0039BAA102,13,0039B002,,,
4085,0039BAA102,14,0039B004,,,
4149,0039BAA102,15,0039B077,,,
4141,0039BAA102,16,0039B051,,,
4111,0039BAA102,17,0039B043,,,
4145,0039BAA102,18,0039B050,,,
4091,0039BAA102,19,0039B053,,,
4123,0039BAA102,20,0039B056,,,
4095,0039BAA102,21,0039B045,,,
4116,0039BAA102,22,0039B044,,,
3881,0039BAA102,23,0039B047,,,
4121,0039BAA102,24,0039B054,,,
4088,0039BAA102,25,0039B055,,,
4072,0039BAA102,26,0039B048,,,
4114,0039BAA102,27,0039B052,,,
4124,0039BAA102,28,0039B046,,,
4143,0039BAA102,29,0039B049,,,
3920,0039BAA103,1,0038A033補,,,
4081,0039BAA103,2,0039B078,,,
3692,0039BAA103,3,0037A039補,,,
4071,0039BAA103,4,0039B075,,,
3936,0039BAA103,5,0038A034補,,,
3926,0039BAA103,6,0038A037補,,,
4010,0039BAA103,7,0039A003補,,,
4032,0039BAA103,8,0039A009補,,,
4106,0039BAA103,9,0039B073,,,
4051,0039BAA103,10,0039A002補,,,
2571,0039BAA103,11,0039B034,,,
4148,0039BAA103,12,0039B029,,,
4101,0039BAA103,13,0039B030,,,
4117,0039BAA103,14,0039B039,,,
4084,0039BAA103,15,0039B032,,,
4139,0039BAA103,16,0039B035,,,
4079,0039BAA103,17,0039B041,,,
4077,0039BAA103,18,0039B027,,,
4022,0039BAA103,19,0039B017,,,
4127,0039BAA103,20,0039B022,,,
4082,0039BAA103,21,0039B023,,,
4133,0039BAA103,22,0039B028,,,
4138,0039BAA103,23,0039B025,,,
4122,0039BAA103,24,0039B016,,,
4103,0039BAA103,25,0039B015,,,
4119,0039BAA103,26,0039B018,,,
4110,0039BAA103,27,0039B019,,,
4113,0039BAA103,28,0039B021,,,
4120,0039BAA103,29,0039B020,,,
4074,0039BAA103,30,0039B026,,,
4086,0039BAA103,31,0039B024,,,
4116,0040AAA101,1,0039B044補,,,
4143,0040AAA101,2,0039B049補,,,
4214,0040AAA101,3,0040A051,,,
4186,0040AAA101,4,0040A052,,,
4216,0040AAA101,5,0040A050,,,
4204,0040AAA101,6,0040A047,,,
4098,0040AAA101,7,0039B070補,,,
4195,0040AAA101,8,0040A046,,,
4234,0040AAA101,9,0040A043,,,
4237,0040AAA101,10,0040A044,,,
4224,0040AAA101,11,0040A008,,,
4168,0040AAA101,12,0040A001,,,
4189,0040AAA101,13,0040A002,,,
4177,0040AAA101,14,0040A013,,,
4188,0040AAA101,15,0040A011,,,
4166,0040AAA101,16,0040A014,,,
4243,0040AAA101,17,0040A080,,,
4200,0040AAA101,18,0040A025,,,
4226,0040AAA101,19,0040A017,,,
4212,0040AAA101,20,0040A019,,,
4156,0040AAA101,21,0040A021,,,
4201,0040AAA101,22,0040A023,,,
4180,0040AAA101,23,0040A027,,,
4242,0040AAA101,24,0040A010,,,
4194,0040AAA101,25,0040A007,,,
4160,0040AAA101,26,0040A005,,,
4184,0040AAA101,27,0040A012,,,
4173,0040AAA101,28,0040A009,,,
4220,0040AAA101,29,0040A006,,,
4193,0040AAA101,30,0040A003,,,
4010,0040AAA101,31,0039A003補,,,
3646,0040AAA102,1,0037A146補,,,
4196,0040AAA102,2,0040A063,,,
2179,0040AAA102,3,0031A124補,,,
4221,0040AAA102,4,0040A084,,,
4122,0040AAA102,5,0039B016補,,,
4113,0040AAA102,6,0039B021補,,,
4236,0040AAA102,7,0040A035,,,
4223,0040AAA102,8,0040A036,,,
4170,0040AAA102,9,0040A033,,,
4176,0040AAA102,10,0040A039,,,
4239,0040AAA102,11,0040A029,,,
4206,0040AAA102,12,0040A030,,,
4215,0040AAA102,13,0040A037,,,
4179,0040AAA102,14,0040A040,,,
4209,0040AAA102,15,0040A038,,,
4222,0040AAA102,16,0040A032,,,
4178,0040AAA102,17,0040A034,,,
3112,0040AAA102,18,0035A088補,,,
4167,0040AAA102,19,0040A031,,,
4185,0040AAA102,20,0040A054,,,
4163,0040AAA102,21,0040A056,,,
4210,0040AAA102,22,0040A062,,,
4164,0040AAA102,23,0040A061,,,
4228,0040AAA102,24,0040A058,,,
4190,0040AAA102,25,0040A055,,,
4183,0040AAA102,26,0040A057,,,
4208,0040AAA102,27,0040A053,,,
4158,0040AAA102,28,0040A060,,,
4211,0040AAA102,29,0040A059,,,
4198,0040AAA102,30,0040A064,,,
4123,0040AAA103,1,0039B056補,,,
4197,0040AAA103,2,0040A077,,,
4169,0040AAA103,3,0040A049,,,
4219,0040AAA103,4,0040A048,,,
4238,0040AAA103,5,0040A082,,,
4229,0040AAA103,6,0040A083,,,
4128,0040AAA103,7,0039B033補,,,
4187,0040AAA103,8,0040A042,,,
4231,0040AAA103,9,0040A045,,,
4207,0040AAA103,10,0040A041,,,
4152,0040AAA103,11,0040A016,,,
4161,0040AAA103,12,0040A015,,,
4191,0040AAA103,13,0040A024,,,
4241,0040AAA103,14,0040A018,,,
4232,0040AAA103,15,0040A022,,,
4171,0040AAA103,16,0040A020,,,
3926,0040AAA103,17,0038A037補,,,
4165,0040AAA103,18,0040A078,,,
4213,0040AAA103,19,0040A074,,,
4162,0040AAA103,20,0040A066,,,
4174,0040AAA103,21,0040A067,,,
4225,0040AAA103,22,0040A068,,,
4199,0040AAA103,23,0040A071,,,
4202,0040AAA103,24,0040A070,,,
4235,0040AAA103,25,0040A073,,,
4172,0040AAA103,26,0040A075,,,
4230,0040AAA103,27,0040A069,,,
4159,0040AAA103,28,0040A065,,,
4155,0040AAA103,29,0040A081,,,
4153,0040AAA103,30,0040A076,,,
3936,0040AAA103,31,0038A034補,,,
4155,0040BAA101,1,0040A081補,,,
2172,0040BAA101,2,0031A127補,,,
4122,0040BAA101,3,0039B016補,,,
4251,0040BAA101,4,0040B059,,,
4260,0040BAA101,5,0040B062,,,
4259,0040BAA101,6,0040B023,,,
4276,0040BAA101,7,0040B019,,,
4277,0040BAA101,8,0040B020,,,
4302,0040BAA101,9,0040B021,,,
4312,0040BAA101,10,0040B017,,,
4288,0040BAA101,11,0040B022,,,
4246,0040BAA101,12,0040B010,,,
4311,0040BAA101,13,0040B003,,,
4284,0040BAA101,14,0040B012,,,
4283,0040BAA101,15,0040B002,,,
3478,0040BAA101,16,0036B014補,,,
4265,0040BAA101,17,0040B005,,,
4255,0040BAA101,18,0040B011,,,
4294,0040BAA101,19,0040B013,,,
4296,0040BAA101,20,0040B001,,,
4287,0040BAA101,21,0040B008,,,
4305,0040BAA101,22,0040B038,,,
4307,0040BAA101,23,0040B009,,,
4247,0040BAA101,24,0040B004,,,
2471,0040BAA101,25,0040B007,,,
4257,0040BAA101,26,0040B028,,,
4316,0040BAA101,27,0040B006,,,
4266,0040BAA101,28,0040B014,,,
4234,0040BAA102,1,0040A043補,,,
4222,0040BAA102,2,0040A032補,,,
4240,0040BAA102,3,0040A028補,,,
4295,0040BAA102,4,0040B063,,,
3112,0040BAA102,5,0035A088補,,,
4301,0040BAA102,6,0040B065,,,
4298,0040BAA102,7,0040B061,,,
4289,0040BAA102,8,0040B066,,,
4161,0040BAA102,9,0040A015補,,,
4181,0040BAA102,10,0040A026補,,,
4182,0040BAA102,11,0040A079補,,,
4268,0040BAA102,12,0040B064,,,
3936,0040BAA102,13,0038A034補,,,
3926,0040BAA102,14,0038A037補,,,
4304,0040BAA102,15,0040B050,,,
4252,0040BAA102,16,0040B052,,,
4282,0040BAA102,17,0040B044,,,
4310,0040BAA102,18,0040B049,,,
4273,0040BAA102,19,0040B047,,,
4293,0040BAA102,20,0040B045,,,
4274,0040BAA102,21,0040B055,,,
4297,0040BAA102,22,0040B043,,,
4290,0040BAA102,23,0040B053,,,
4262,0040BAA102,24,0040B056,,,
4264,0040BAA102,25,0040B054,,,
4267,0040BAA102,26,0040B051,,,
4308,0040BAA102,27,0040B048,,,
4299,0040BAA102,28,0040B046,,,
4194,0040BAA103,1,0040A007補,,,
4193,0040BAA103,2,0040A003補,,,
4183,0040BAA103,3,0040A057補,,,
3887,0040BAA103,4,0038A069補,,,
3572,0040BAA103,5,0038A064補,,,
4278,0040BAA103,6,0040B067,,,
4010,0040BAA103,7,0039A003補,,,
3592,0040BAA103,8,0038A027補,,,
4269,0040BAA103,9,0040B058,,,
4300,0040BAA103,10,0040B060,,,
4256,0040BAA103,11,0040B018,,,
4253,0040BAA103,12,0040B025,,,
4272,0040BAA103,13,0040B015,,,
4313,0040BAA103,14,0040B024,,,
4263,0040BAA103,15,0040B016,,,
4286,0040BAA103,16,0040B026,,,
4248,0040BAA103,17,0040B037,,,
4261,0040BAA103,18,0040B035,,,
4254,0040BAA103,19,0040B042,,,
4279,0040BAA103,20,0040B032,,,
4303,0040BAA103,21,0040B040,,,
4258,0040BAA103,22,0040B030,,,
4315,0040BAA103,23,0040B039,,,
4285,0040BAA103,24,0040B034,,,
4280,0040BAA103,25,0040B029,,,
4250,0040BAA103,26,0040B036,,,
4275,0040BAA103,27,0040B031,,,
4249,0040BAA103,28,0040B041,,,
4270,0040BAA103,29,0040B033,,,
4240,0041AAA101,1,0040A028補,,,
4278,0041AAA101,2,0040B067補,,,
4249,0041AAA101,3,0040B041補,,,
4331,0041AAA101,4,0041A019,,,
4270,0041AAA101,5,0040B033補,,,
2524,0041AAA101,6,0041A010,,,
4358,0041AAA101,7,0041A007,,,
4330,0041AAA101,8,0041A006,,,
1653,0028AAA101,27,0028A003,,,
1655,0028AAA101,28,0028A006,,,
572,0028AAA101,29,0024A037補,,,
914,0028AAA101,30,0027A002補,,,
1412,0028AAA102,1,0027A037補,,,
1549,0028AAA102,2,0027B084補,,,
1474,0028AAA102,3,0027A063補,,,
1508,0028AAA102,4,0027B082補,,,
1566,0028AAA102,5,0027B079補,,,
1585,0028AAA102,6,0027B077補,,,
1603,0028AAA102,7,0027B022補,,,
1565,0028AAA102,8,0027B080補,,,
1656,0028AAA102,9,0028A062,,,
1640,0028AAA102,10,0028A058,,,
1639,0028AAA102,11,0028A061,,,
1646,0028AAA102,12,0028A064,,,
1424,0028AAA102,13,0027A092補,,,
1637,0028AAA102,14,0028A068,,,
1613,0028AAA102,15,0028A066,,,
437,0028AAA102,16,0023B096補,,,
1664,0028AAA102,17,0028A005,,,
1663,0028AAA102,18,0028A018,,,
1628,0028AAA102,19,0028A017,,,
1612,0028AAA102,20,0028A022,,,
1685,0028AAA102,21,0028A023,,,
1644,0028AAA102,22,0028A016,,,
1631,0028AAA102,23,0028A019,,,
1666,0028AAA102,24,0028A021,,,
1665,0028AAA102,25,0028A024,,,
1638,0028AAA102,26,0028A025,,,
1662,0028AAA102,27,0028A028,,,
1684,0028AAA102,28,0028A020,,,
1626,0028AAA102,29,0028A027,,,
1658,0028AAA102,30,0028A026,,,
1538,0028AAA103,1,0027B053補,,,
1517,0028AAA103,2,0027B033補,,,
1654,0028AAA103,3,0028A050,,,
1586,0028AAA103,4,0027B029補,,,
1443,0028AAA103,5,0027B031補,,,
1636,0028AAA103,6,0028A035,,,
1635,0028AAA103,7,0028A036,,,
1618,0028AAA103,8,0028A053,,,
1630,0028AAA103,9,0028A051,,,
1623,0028AAA103,10,0028A043,,,
1661,0028AAA103,11,0028A049,,,
1642,0028AAA103,12,0028A047,,,
1634,0028AAA103,13,0028A044,,,
1622,0028AAA103,14,0028A052,,,
1676,0028AAA103,15,0028A056,,,
1680,0028AAA103,16,0028A045,,,
1675,0028AAA103,17,0028A046,,,
1641,0028AAA103,18,0028A055,,,
1683,0028AAA103,19,0028A048,,,
1679,0028AAA103,20,0028A031,,,
1650,0028AAA103,21,0028A029,,,
1625,0028AAA103,22,0028A033,,,
1681,0028AAA103,23,0028A038,,,
1627,0028AAA103,24,0028A041,,,
1645,0028AAA103,25,0028A030,,,
1668,0028AAA103,26,0028A032,,,
1611,0028AAA103,27,0028A034,,,
1629,0028AAA103,28,0028A037,,,
1615,0028AAA103,29,0028A039,,,
1614,0028AAA103,30,0028A040,,,
1667,0028AAA103,31,0028A042,,,
1663,0028BAA101,1,0028A018補,,,
1719,0028BAA101,2,0028B099,,,
1547,0028BAA101,3,0027B063補,,,
1707,0028BAA101,4,0028B066,,,
1713,0028BAA101,5,0028B063,,,
1746,0028BAA101,6,0028B062,,,
1756,0028BAA101,7,0028B025,,,
1773,0028BAA101,8,0028B064,,,
1763,0028BAA101,9,0028B059,,,
1741,0028BAA101,10,0028B024,,,
1753,0028BAA101,11,0028B016,,,
1789,0028BAA101,12,0028B060,,,
1751,0028BAA101,13,0028B082,,,
1780,0028BAA101,14,0028B075,,,
1708,0028BAA101,15,0028B080,,,
1788,0028BAA101,16,0028B020,,,
1697,0028BAA101,17,0028B070,,,
1700,0028BAA101,18,0028B073,,,
1712,0028BAA101,19,0028B077,,,
1740,0028BAA101,20,0028B079,,,
1783,0028BAA101,21,0028B078,,,
1717,0028BAA101,22,0028B081,,,
1769,0028BAA101,23,0028B076,,,
1755,0028BAA101,24,0028B074,,,
1732,0028BAA101,25,0028B071,,,
1715,0028BAA101,26,0028B019,,,
1723,0028BAA101,27,0028B069,,,
1508,0028BAA101,28,0027B082補,,,
1633,0028BAA102,1,0028A060補,,,
1778,0028BAA102,2,0028B097,,,
1693,0028BAA102,3,0028B068,,,
1726,0028BAA102,4,0028B056,,,
1767,0028BAA102,5,0028B065,,,
1736,0028BAA102,6,0028B057,,,
1724,0028BAA102,7,0028B055,,,
1687,0028BAA102,8,0028B061,,,
1686,0028BAA102,9,0028B058,,,
1757,0028BAA102,10,0028B067,,,
1721,0028BAA102,11,0028B049,,,
1750,0028BAA102,12,0028B042,,,
1727,0028BAA102,13,0028B046,,,
1762,0028BAA102,14,0028B047,,,
824,0028BAA102,15,0028B050,,,
1725,0028BAA102,16,0028B084,,,
1710,0028BAA102,17,0028B085,,,
1772,0028BAA102,18,0028B089,,,
1748,0028BAA102,19,0028B094,,,
1743,0028BAA102,20,0028B087,,,
1696,0028BAA102,21,0028B091,,,
1669,0028BAA102,22,0028B092,,,
1688,0028BAA102,23,0028B086,,,
1703,0028BAA102,24,0028B093,,,
1704,0028BAA102,25,0028B095,,,
1689,0028BAA102,26,0028B096,,,
1775,0028BAA102,27,0028B090,,,
1781,0028BAA102,28,0028B083,,,
1632,0028BAA103,1,0028A002補,,,
1779,0028BAA103,2,0028B100,,,
1785,0028BAA103,3,0028B101,,,
1682,0028BAA103,4,0028A013補,,,
1735,0028BAA103,5,0028B054,,,
1718,0028BAA103,6,0028B029,,,
1705,0028BAA103,7,0028B028,,,
1771,0028BAA103,8,0028B030,,,
1722,0028BAA103,9,0028B033,,,
1790,0028BAA103,10,0028B034,,,
1782,0028BAA103,11,0028B041,,,
1716,0028BAA103,12,0028B040,,,
1754,0028BAA103,13,0028B048,,,
1742,0028BAA103,14,0028B051,,,
1699,0028BAA103,15,0028B035,,,
1734,0028BAA103,16,0028B038,,,
1443,0028BAA103,17,0027B031補,,,
1690,0028BAA103,18,0028B053,,,
1774,0028BAA103,19,0028B036,,,
1764,0028BAA103,20,0028B052,,,
1759,0028BAA103,21,0028B037,,,
1761,0028BAA103,22,0028B032,,,
1728,0028BAA103,23,0028B031,,,
1787,0028BAA103,24,0028B045,,,
1777,0028BAA103,25,0028B044,,,
1758,0028BAA103,26,0028B027,,,
1744,0028BAA103,27,0028B039,,,
1571,0028BAA104,1,0027B011補,,,
1623,0028BAA104,2,0028A043補,,,
1625,0028BAA104,3,0028A033補,,,
1679,0028BAA104,4,0028A031補,,,
1627,0028BAA104,5,0028A041補,,,
1752,0028BAA104,6,0028B023,,,
1776,0028BAA104,7,0028B021,,,
1661,0028BAA104,8,0028A049補,,,
1786,0028BAA104,9,0028B022,,,
1733,0028BAA104,10,0028B009,,,
1691,0028BAA104,11,0028B014,,,
1739,0028BAA104,12,0028B008,,,
1709,0028BAA104,13,0028B001,,,
1720,0028BAA104,14,0028B004,,,
1711,0028BAA104,15,0028B012,,,
1737,0028BAA104,16,0028B007,,,
1749,0028BAA104,17,0028B006,,,
1883,0028BAA104,18,0001A033補,,,
1511,0028BAA104,19,0028A015補,,,
1698,0028BAA104,20,0028B002,,,
1694,0028BAA104,21,0028B003,,,
1701,0028BAA104,22,0028B026,,,
1784,0028BAA104,23,0028B018,,,
1745,0028BAA104,24,0028B015,,,
1766,0028BAA104,25,0028B017,,,
1747,0028BAA104,26,0028B010,,,
1765,0028BAA104,27,0028B011,,,
1747,0029AAA101,1,0028B010補,,,
1739,0029AAA101,2,0028B008補,,,
1772,0029AAA101,3,0028B089補,,,
1775,0029AAA101,4,0028B090補,,,
1848,0029AAA101,5,0029A076,,,
1816,0029AAA101,6,0029A073,,,
1870,0029AAA101,7,0029A074,,,
1691,0029AAA101,8,0028B014補,,,
1869,0029AAA101,9,0029A075,,,
1169,0029AAA101,10,0026B019補,,,
1706,0029AAA101,11,0028B013補,,,
1808,0029AAA101,12,0029A065,,,
1842,0029AAA101,13,0029A057,,,
1817,0029AAA101,14,0029A061,,,
1834,0029AAA101,15,0029A064,,,
1879,0029AAA101,16,0029A068,,,
1831,0029AAA101,17,0029A066,,,
1821,0029AAA101,18,0029A041,,,
1839,0029AAA101,19,0029A042,,,
1827,0029AAA101,20,0029A030,,,
1828,0029AAA101,21,0029A033,,,
1802,0029AAA101,22,0029A034,,,
1679,0029AAA101,23,0028A031補,,,
1881,0029AAA101,24,0029A038,,,
1807,0029AAA101,25,0029A037,,,
1840,0029AAA101,26,0029A029,,,
1797,0029AAA101,27,0029A031,,,
1795,0029AAA101,28,0029A032,,,
1835,0029AAA101,29,0029A035,,,
1829,0029AAA101,30,0029A040,,,
1799,0029AAA101,31,0029A039,,,
1836,0029AAA101,32,0029A077,,,
1716,0029AAA102,1,0028B040補,,,
1705,0029AAA102,2,0028B028補,,,
1761,0029AAA102,3,0028B032補,,,
1700,0029AAA102,4,0028B073補,,,
1732,0029AAA102,5,0028B071補,,,
1585,0029AAA102,6,0027B077補,,,
1878,0029AAA102,7,0029A079,,,
1815,0029AAA102,8,0029A080,,,
1863,0029AAA102,9,0029A078,,,
1853,0029AAA102,10,0029A067,,,
1880,0029AAA102,11,0029A058,,,
1806,0029AAA102,12,0029A059,,,
1833,0029AAA102,13,0029A060,,,
1859,0029AAA102,14,0029A063,,,
1825,0029AAA102,15,0029A069,,,
1798,0029AAA102,16,0029A070,,,
1856,0029AAA102,17,0029A062,,,
1812,0029AAA102,18,0029A002,,,
1871,0029AAA102,19,0029A007,,,
1861,0029AAA102,20,0029A081,,,
1810,0029AAA102,21,0029A012,,,
1873,0029AAA102,22,0029A011,,,
1882,0029AAA102,23,0029A010,,,
1800,0029AAA102,24,0029A008,,,
1338,0029AAA102,25,0029A004,,,
1852,0029AAA102,26,0029A013,,,
1824,0029AAA102,27,0029A006,,,
1791,0029AAA102,28,0029A005,,,
1876,0029AAA102,29,0029A001,,,
1843,0029AAA102,30,0029A009,,,
1832,0029AAA102,31,0029A014,,,
1847,0029AAA102,32,0029A003,,,
1686,0029AAA103,1,0028B058補,,,
1837,0029AAA103,2,0029A082,,,
1826,0029AAA103,3,0029A016,,,
1823,0029AAA103,4,0029A025,,,
1822,0029AAA103,5,0029A015,,,
1809,0029AAA103,6,0029A017,,,
1846,0029AAA103,7,0029A018,,,
1813,0029AAA103,8,0029A023,,,
1794,0029AAA103,9,0029A024,,,
1862,0029AAA103,10,0029A022,,,
1877,0029AAA103,11,0029A020,,,
1814,0029AAA103,12,0029A026,,,
1860,0029AAA103,13,0029A072,,,
1838,0029AAA103,14,0029A027,,,
1844,0029AAA103,15,0029A019,,,
1811,0029AAA103,16,0029A021,,,
1872,0029AAA103,17,0029A071,,,
1865,0029AAA103,18,0029A028,,,
1841,0029AAA103,19,0029A048,,,
1857,0029AAA103,20,0029A050,,,
1801,0029AAA103,21,0029A051,,,
1804,0029AAA103,22,0029A047,,,
1805,0029AAA103,23,0029A045,,,
1858,0029AAA103,24,0029A053,,,
1849,0029AAA103,25,0029A054,,,
1866,0029AAA103,26,0029A043,,,
1867,0029AAA103,27,0029A044,,,
1864,0029AAA103,28,0029A055,,,
1845,0029AAA103,29,0029A056,,,
1819,0029AAA103,30,0029A052,,,
1803,0029AAA103,31,0029A049,,,
1830,0029AAA103,32,0029A046,,,
1870,0029BAA101,1,0029A074補,,,
1877,0029BAA101,2,0029A020補,,,
1844,0029BAA101,3,0029A019補,,,
1811,0029BAA101,4,0029A021補,,,
1845,0029BAA101,5,0029A056補,,,
1852,0029BAA101,6,0029A013補,,,
1876,0029BAA101,7,0029A001補,,,
1847,0029BAA101,8,0029A003補,,,
1810,0029BAA101,9,0029A012補,,,
1800,0029BAA101,10,0029A008補,,,
1892,0029BAA101,11,0029B033,,,
1886,0029BAA101,12,0029B041,,,
1899,0029BAA101,13,0029B032,,,
1508,0029BAA101,14,0027B082補,,,
1885,0029BAA101,15,0029B031,,,
1912,0029BAA101,16,0029B030,,,
1910,0029BAA101,17,0029B026,,,
1929,0029BAA101,18,0029B024,,,
1907,0029BAA101,19,0029B028,,,
1923,0029BAA101,20,0029B025,,,
1891,0029BAA101,21,0029B027,,,
1896,0029BAA101,22,0029B022,,,
1922,0029BAA101,23,0029B029,,,
1691,0029BAA101,24,0028B014補,,,
1169,0029BAA101,25,0026B019補,,,
1921,0029BAA101,26,0029B007,,,
1793,0029BAA101,27,0029B006,,,
1920,0029BAA101,28,0029B010,,,
1931,0029BAA101,29,0029B008,,,
1906,0029BAA101,30,0029B002,,,
1887,0029BAA101,31,0029B001,,,
1890,0029BAA101,32,0029B004,,,
1889,0029BAA101,33,0029B011,,,
1441,0029BAA101,34,0027A060補,,,
1915,0029BAA101,35,0029B009,,,
1919,0029BAA101,36,0029B023,,,
