序號,路期,號碼,備註,路考日期,路考項目,
27318,0165BAA101,12,0165B016,1/12/21 0:00,2,
27314,0165BAA101,13,0165B022,1/12/21 0:00,2,
27304,0165BAA101,14,0165B018,1/12/21 0:00,2,
27291,0165BAA101,15,0165B020,1/12/21 0:00,2,
27294,0165BAA101,16,0165B017,1/12/21 0:00,2,
27268,0165BAA102,1,0165A041補,1/12/21 0:00,1,
27220,0165BAA102,2,0164B008補,1/12/21 0:00,1,
27276,0165BAA102,3,0165A034補,1/12/21 0:00,2,
27300,0165BAA102,4,0165B010,1/12/21 0:00,2,
27309,0165BAA102,5,0165B011,1/12/21 0:00,2,
27316,0165BAA102,6,0165B013,1/12/21 0:00,2,
27297,0165BAA102,7,0165B009,1/12/21 0:00,2,
27306,0165BAA102,8,0165B014,1/12/21 0:00,2,
27310,0165BAA102,9,0165B015,1/12/21 0:00,2,
27282,0165BAA102,10,0165B008,1/12/21 0:00,2,
27313,0165BAA102,11,0165B007,1/12/21 0:00,2,
27311,0165BAA102,12,0165B006,1/12/21 0:00,2,
27212,0165BAA102,13,0164B019補,1/12/21 0:00,2,
27289,0165BAA102,14,0165B023,1/12/21 0:00,2,
27302,0165BAA102,15,0165B024,1/12/21 0:00,2,
27305,0165BAA102,16,0165B027,1/12/21 0:00,2,
27238,0165BAA102,17,0165B028,1/12/21 0:00,2,
27293,0166AAA101,1,0165B005補,2/1/21 0:00,1,
27281,0166AAA101,2,0165B001補,2/1/21 0:00,1,
27224,0166AAA101,3,0164B004補,2/1/21 0:00,2,
12071,0166AAA101,4,0166A036,2/1/21 0:00,2,
27336,0166AAA101,5,0166A002,2/1/21 0:00,2,
27355,0166AAA101,6,0166A034,2/1/21 0:00,2,
27279,0166AAA101,7,0165A003補,2/1/21 0:00,2,
27338,0166AAA101,8,0166A035,2/1/21 0:00,2,
27330,0166AAA101,9,0166A033,2/1/21 0:00,2,
27342,0166AAA101,10,0166A003,2/1/21 0:00,2,
26723,0166AAA101,11,0162A025補,2/1/21 0:00,2,
27345,0166AAA101,12,0166A007,2/1/21 0:00,2,
27027,0166AAA101,13,0162B133補,2/1/21 0:00,2,
27334,0166AAA101,14,0166A008,2/1/21 0:00,2,
27350,0166AAA101,15,0166A010,2/1/21 0:00,2,
27314,0166AAA102,1,0165B022補,2/1/21 0:00,1,
26579,0166AAA102,2,0161B067補,2/1/21 0:00,2,
27026,0166AAA102,3,0162B058補,2/1/21 0:00,2,
27312,0166AAA102,4,0165B019補,2/1/21 0:00,2,
26633,0166AAA102,5,0161B071補,2/1/21 0:00,2,
27322,0166AAA102,6,0166A019,2/1/21 0:00,2,
27363,0166AAA102,7,0166A011,2/1/21 0:00,2,
27362,0166AAA102,8,0166A005,2/1/21 0:00,2,
27348,0166AAA102,9,0166A020,2/1/21 0:00,2,
26746,0166AAA102,10,0162A041補,2/1/21 0:00,2,
26970,0166AAA102,11,0162A049補,2/1/21 0:00,2,
27343,0166AAA102,12,0166A015,2/1/21 0:00,2,
27347,0166AAA102,13,0166A013,2/1/21 0:00,2,
27303,0166AAA102,14,0166A012,2/1/21 0:00,2,
27335,0166AAA102,15,0166A017,2/1/21 0:00,2,
27220,0166AAA103,1,0164B008補,2/1/21 0:00,1,
26761,0166AAA103,2,0162A119補,2/1/21 0:00,2,
27310,0166AAA103,3,0165B015補,2/1/21 0:00,2,
27301,0166AAA103,4,0165B012補,2/1/21 0:00,2,
27316,0166AAA103,5,0165B013補,2/1/21 0:00,2,
27295,0166AAA103,6,0166A031,2/1/21 0:00,2,
26218,0166AAA103,7,0159B052補,2/1/21 0:00,2,
26795,0166AAA103,8,0162A111補,2/1/21 0:00,2,
27319,0166AAA103,9,0166A026,2/1/21 0:00,2,
27344,0166AAA103,10,0166A029,2/1/21 0:00,2,
27359,0166AAA103,11,0166A022,2/1/21 0:00,2,
27320,0166AAA103,12,0166A024,2/1/21 0:00,2,
27340,0166AAA103,13,0166A021,2/1/21 0:00,2,
27353,0166AAA103,14,0166A023,2/1/21 0:00,2,
27333,0166AAA103,15,0166A027,2/1/21 0:00,2,
27289,0166AAA104,1,0165B023補,2/1/21 0:00,1,
27238,0166AAA104,2,0165B028補,2/1/21 0:00,2,
27246,0166AAA104,3,0166A032,2/1/21 0:00,2,
27361,0166AAA104,4,0166A030,2/1/21 0:00,2,
27307,0166AAA104,5,0165B025補,2/1/21 0:00,2,
26567,0166AAA104,6,0161A144補,2/1/21 0:00,2,
27328,0166AAA104,7,0166A025,2/1/21 0:00,2,
26851,0166AAA104,8,0162A108補,2/1/21 0:00,2,
27357,0166AAA104,9,0166A028,2/1/21 0:00,2,
27346,0166AAA104,10,0166A016,2/1/21 0:00,2,
27354,0166AAA104,11,0166A014,2/1/21 0:00,2,
27326,0166AAA104,12,0166A009,2/1/21 0:00,2,
27288,0166AAA104,13,0166A001,2/1/21 0:00,2,
27337,0166AAA104,14,0166A006,2/1/21 0:00,2,
27349,0166AAA104,15,0166A004,2/1/21 0:00,2,
27027,0166BAA101,1,0162B133補,2/23/21 0:00,1,
27288,0166BAA101,2,0166A001補,2/23/21 0:00,1,
27337,0166BAA101,3,0166A006補,2/23/21 0:00,2,
27382,0166BAA101,4,0166B009,2/23/21 0:00,2,
27352,0166BAA101,5,0166B015,2/23/21 0:00,2,
27396,0166BAA101,6,0166B017,2/23/21 0:00,2,
27355,0166BAA101,7,0166A034補,2/23/21 0:00,2,
27379,0166BAA101,8,0166B024,2/23/21 0:00,2,
27404,0166BAA101,9,0166B023,2/23/21 0:00,2,
27324,0166BAA101,10,0166B021,2/23/21 0:00,2,
27386,0166BAA101,11,0166B019,2/23/21 0:00,2,
27414,0166BAA101,12,0166B020,2/23/21 0:00,2,
27323,0166BAA101,13,0166B022,2/23/21 0:00,2,
27381,0166BAA101,14,0166B025,2/23/21 0:00,2,
27374,0166BAA101,15,0166B027,2/23/21 0:00,2,
27409,0166BAA101,16,0166B026,2/23/21 0:00,2,
26970,0166BAA102,1,0162A049補,2/23/21 0:00,1,
27348,0166BAA102,2,0166A020補,2/23/21 0:00,1,
26633,0166BAA102,3,0161B071補,2/23/21 0:00,2,
27412,0166BAA102,4,0166B012,2/23/21 0:00,2,
27380,0166BAA102,5,0166B010,2/23/21 0:00,2,
27367,0166BAA102,6,0166B011,2/23/21 0:00,2,
26879,0166BAA102,7,0162B078補,2/23/21 0:00,2,
27375,0166BAA102,8,0166B028,2/23/21 0:00,2,
27399,0166BAA102,9,0166B029,2/23/21 0:00,2,
27383,0166BAA102,10,0166B039,2/23/21 0:00,2,
27411,0166BAA102,11,0166B040,2/23/21 0:00,2,
27372,0166BAA102,12,0166B036,2/23/21 0:00,2,
27290,0166BAA102,13,0166B032,2/23/21 0:00,2,
27378,0166BAA102,14,0166B038,2/23/21 0:00,2,
27400,0166BAA102,15,0166B034,2/23/21 0:00,2,
26851,0166BAA103,1,0162A108補,2/23/21 0:00,1,
27281,0166BAA103,2,0165B001補,2/23/21 0:00,1,
26923,0166BAA103,3,0162B089補,2/23/21 0:00,2,
27365,0166BAA103,4,0166B004,2/23/21 0:00,2,
27369,0166BAA103,5,0166B001,2/23/21 0:00,2,
27397,0166BAA103,6,0166B003,2/23/21 0:00,2,
27390,0166BAA103,7,0166B005,2/23/21 0:00,2,
27325,0166BAA103,8,0166B007,2/23/21 0:00,2,
27385,0166BAA103,9,0166B041,2/23/21 0:00,2,
27389,0166BAA103,10,0166B044,2/23/21 0:00,2,
27391,0166BAA103,11,0166B042,2/23/21 0:00,2,
27331,0166BAA103,12,0166B048,2/23/21 0:00,2,
27402,0166BAA103,13,0166B049,2/23/21 0:00,2,
27371,0166BAA103,14,0166B050,2/23/21 0:00,2,
27366,0166BAA103,15,0166B051,2/23/21 0:00,2,
27401,0166BAA103,16,0166B052,2/23/21 0:00,2,
27133,0166BAA104,1,0163B033補,2/23/21 0:00,1,
27326,0166BAA104,2,0166A009補,2/23/21 0:00,1,
27373,0166BAA104,3,0166B006,2/23/21 0:00,2,
27349,0166BAA104,4,0166A004補,2/23/21 0:00,2,
27377,0166BAA104,5,0166B002,2/23/21 0:00,2,
27339,0166BAA104,6,0166B018,2/23/21 0:00,2,
27405,0166BAA104,7,0166B014,2/23/21 0:00,2,
27368,0166BAA104,8,0166B013,2/23/21 0:00,2,
27407,0166BAA104,9,0166B053,2/23/21 0:00,2,
27408,0166BAA104,10,0166B016,2/23/21 0:00,2,
27410,0166BAA104,11,0166B046,2/23/21 0:00,2,
27327,0166BAA104,12,0166B047,2/23/21 0:00,2,
27387,0166BAA104,13,0166B030,2/23/21 0:00,2,
27321,0166BAA104,14,0166B031,2/23/21 0:00,2,
27395,0166BAA104,15,0166B037,2/23/21 0:00,2,
27271,0167AAA101,1,0165A045補,3/12/21 0:00,1,
27349,0167AAA101,2,0166A004補,3/12/21 0:00,2,
27385,0167AAA101,3,0166B041補,3/12/21 0:00,2,
27485,0167AAA101,4,0167A017,3/12/21 0:00,2,
27418,0167AAA101,5,0167A001,3/12/21 0:00,2,
27431,0167AAA101,6,0167A006,3/12/21 0:00,2,
27416,0167AAA101,7,0167A084,3/12/21 0:00,2,
27263,0167AAA101,8,0167A010,3/12/21 0:00,2,
27421,0167AAA101,9,0167A014,3/12/21 0:00,2,
27449,0167AAA101,10,0167A009,3/12/21 0:00,2,
27482,0167AAA101,11,0167A087,3/12/21 0:00,2,
27478,0167AAA101,12,0167A086,3/12/21 0:00,2,
27419,0167AAA101,13,0167A003,3/12/21 0:00,2,
27461,0167AAA101,14,0167A011,3/12/21 0:00,2,
27432,0167AAA101,15,0167A005,3/12/21 0:00,2,
27436,0167AAA101,16,0167A004,3/12/21 0:00,2,
27424,0167AAA101,17,0167A007,3/12/21 0:00,2,
27426,0167AAA101,18,0167A008,3/12/21 0:00,2,
27474,0167AAA101,19,0167A012,3/12/21 0:00,2,
27428,0167AAA101,20,0167A013,3/12/21 0:00,2,
27404,0167AAA102,1,0166B023補,3/12/21 0:00,1,
27408,0167AAA102,2,0166B016補,3/12/21 0:00,2,
27316,0167AAA102,3,0165B013補,3/12/21 0:00,2,
27458,0167AAA102,4,0167A069,3/12/21 0:00,2,
27454,0167AAA102,5,0167A078,3/12/21 0:00,2,
27477,0167AAA102,6,0167A038,3/12/21 0:00,2,
27451,0167AAA102,7,0167A033,3/12/21 0:00,2,
27394,0167AAA102,8,0167A077,3/12/21 0:00,2,
27444,0167AAA102,9,0167A027,3/12/21 0:00,2,
27483,0167AAA102,10,0167A036,3/12/21 0:00,2,
27448,0167AAA102,11,0167A034,3/12/21 0:00,2,
27457,0167AAA102,12,0167A035,3/12/21 0:00,2,
27435,0167AAA102,13,0167A028,3/12/21 0:00,2,
27456,0167AAA102,14,0167A029,3/12/21 0:00,2,
27453,0167AAA102,15,0167A039,3/12/21 0:00,2,
27437,0167AAA102,16,0167A037,3/12/21 0:00,2,
27476,0167AAA102,17,0167A026,3/12/21 0:00,2,
27441,0167AAA102,18,0167A031,3/12/21 0:00,2,
27467,0167AAA102,19,0167A030,3/12/21 0:00,2,
27434,0167AAA102,20,0167A032,3/12/21 0:00,2,
27412,0167AAA103,1,0166B012補,3/12/21 0:00,2,
27377,0167AAA103,2,0166B002補,3/12/21 0:00,2,
27490,0167AAA103,3,0167A066,3/12/21 0:00,2,
27491,0167AAA103,4,0167A065,3/12/21 0:00,2,
27420,0167AAA103,5,0167A067,3/12/21 0:00,2,
27440,0167AAA103,6,0167A068,3/12/21 0:00,2,
27358,0167AAA103,7,0167A055,3/12/21 0:00,2,
27427,0167AAA103,8,0167A057,3/12/21 0:00,2,
27447,0167AAA103,9,0167A059,3/12/21 0:00,2,
27433,0167AAA103,10,0167A056,3/12/21 0:00,2,
27484,0167AAA103,11,0167A052,3/12/21 0:00,2,
27475,0167AAA103,12,0167A051,3/12/21 0:00,2,
27429,0167AAA103,13,0167A079,3/12/21 0:00,2,
27425,0167AAA103,14,0167A054,3/12/21 0:00,2,
27452,0167AAA103,15,0167A081,3/12/21 0:00,2,
27496,0167AAA103,16,0167A083,3/12/21 0:00,2,
27481,0167AAA103,17,0167A060,3/12/21 0:00,2,
27480,0167AAA103,18,0167A082,3/12/21 0:00,2,
27422,0167AAA103,19,0167A063,3/12/21 0:00,2,
27389,0167AAA104,1,0166B044補,3/12/21 0:00,1,
27387,0167AAA104,2,0166B030補,3/12/21 0:00,2,
27405,0167AAA104,3,0166B014補,3/12/21 0:00,2,
27503,0167AAA104,4,0167A085,3/12/21 0:00,2,
27396,0167AAA104,5,0166B017補,3/12/21 0:00,2,
27508,0167AAA104,6,0167A076,3/12/21 0:00,2,
27423,0167AAA104,7,0167A071,3/12/21 0:00,2,
27486,0167AAA104,8,0167A070,3/12/21 0:00,2,
27465,0167AAA104,9,0167A073,3/12/21 0:00,2,
27445,0167AAA104,10,0167A075,3/12/21 0:00,2,
27514,0167AAA104,11,0167A074,3/12/21 0:00,2,
27492,0167AAA104,12,0167A046,3/12/21 0:00,2,
27370,0167AAA104,13,0167A047,3/12/21 0:00,2,
27494,0167AAA104,14,0167A048,3/12/21 0:00,2,
27469,0167AAA104,15,0167A040,3/12/21 0:00,2,
27430,0167AAA104,16,0167A053,3/12/21 0:00,2,
27439,0167AAA104,17,0167A058,3/12/21 0:00,2,
27415,0167AAA104,18,0167A062,3/12/21 0:00,2,
27455,0167AAA104,19,0167A061,3/12/21 0:00,2,
27468,0167AAA104,20,0167A064,3/12/21 0:00,2,
27401,0167AAA105,1,0166B052補,3/12/21 0:00,2,
27331,0167AAA105,2,0166B048補,3/12/21 0:00,2,
27384,0167AAA105,3,0166B033補,3/12/21 0:00,2,
27057,0167AAA105,4,0163A013補,3/12/21 0:00,2,
27488,0167AAA105,5,0167A041,3/12/21 0:00,2,
27438,0167AAA105,6,0167A042,3/12/21 0:00,2,
27489,0167AAA105,7,0167A049,3/12/21 0:00,2,
27501,0167AAA105,8,0167A043,3/12/21 0:00,2,
27450,0167AAA105,9,0167A044,3/12/21 0:00,2,
27466,0167AAA105,10,0167A045,3/12/21 0:00,2,
27464,0167AAA105,11,0167A018,3/12/21 0:00,2,
27360,0167AAA105,12,0166B043補,3/12/21 0:00,2,
27413,0167AAA105,13,0166B045補,3/12/21 0:00,2,
26418,0167AAA105,14,0167A016,3/12/21 0:00,2,
27460,0167AAA105,15,0167A019,3/12/21 0:00,2,
27462,0167AAA105,16,0167A020,3/12/21 0:00,2,
27498,0167AAA105,17,0167A021,3/12/21 0:00,2,
27446,0167AAA105,18,0167A023,3/12/21 0:00,2,
27493,0167AAA105,19,0167A024,3/12/21 0:00,2,
27502,0167AAA105,20,0167A025,3/12/21 0:00,2,
27460,0167BAA101,1,0167A019補,3/29/21 0:00,1,
27468,0167BAA101,2,0167A064補,3/29/21 0:00,1,
27422,0167BAA101,3,0167A063補,3/29/21 0:00,1,
27486,0167BAA101,4,0167A070補,3/29/21 0:00,2,
27430,0167BAA101,5,0167A053補,3/29/21 0:00,2,
27439,0167BAA101,6,0167A058補,3/29/21 0:00,2,
27455,0167BAA101,7,0167A061補,3/29/21 0:00,2,
27481,0167BAA101,8,0167A060補,3/29/21 0:00,2,
27475,0167BAA101,9,0167A051補,3/29/21 0:00,2,
27495,0167BAA101,10,0167A015補,3/29/21 0:00,2,
27504,0167BAA101,11,0167B021,3/29/21 0:00,2,
27472,0167BAA101,12,0167B027,3/29/21 0:00,2,
27057,0167BAA101,13,0163A013補,3/29/21 0:00,2,
27522,0167BAA101,14,0167B007,3/29/21 0:00,2,
27516,0167BAA101,15,0167B011,3/29/21 0:00,2,
27487,0167BAA101,16,0167A072補,3/29/21 0:00,2,
27512,0167BAA101,17,0167B008,3/29/21 0:00,2,
27499,0167BAA101,18,0167B010,3/29/21 0:00,2,
27470,0167BAA101,19,0167B012,3/29/21 0:00,2,
27477,0167BAA102,1,0167A038補,3/29/21 0:00,1,
27051,0167BAA102,2,0163A046補,3/29/21 0:00,1,
26079,0167BAA102,3,0158B014補,3/29/21 0:00,1,
27476,0167BAA102,4,0167A026補,3/29/21 0:00,2,
27394,0167BAA102,5,0167A077補,3/29/21 0:00,2,
27418,0167BAA102,6,0167A001補,3/29/21 0:00,2,
27461,0167BAA102,7,0167A011補,3/29/21 0:00,2,
27509,0167BAA102,8,0167B022,3/29/21 0:00,2,
27500,0167BAA102,9,0167B004,3/29/21 0:00,2,
27521,0167BAA102,10,0167B001,3/29/21 0:00,2,
27517,0167BAA102,11,0167B002,3/29/21 0:00,2,
27532,0167BAA102,12,0167B003,3/29/21 0:00,2,
27523,0167BAA102,13,0167B013,3/29/21 0:00,2,
27529,0167BAA102,14,0167B018,3/29/21 0:00,2,
27519,0167BAA102,15,0167B015,3/29/21 0:00,2,
27489,0167BAA102,16,0167A049補,3/29/21 0:00,2,
27513,0167BAA102,17,0167A050補,3/29/21 0:00,2,
27534,0167BAA102,18,0167B009,3/29/21 0:00,2,
27432,0167BAA103,1,0167A005補,3/29/21 0:00,1,
27349,0167BAA103,2,0166A004補,3/29/21 0:00,1,
27488,0167BAA103,3,0167A041補,3/29/21 0:00,1,
26418,0167BAA103,4,0167A016補,3/29/21 0:00,2,
27401,0167BAA103,5,0166B052補,3/29/21 0:00,2,
27494,0167BAA103,6,0167A048補,3/29/21 0:00,2,
27450,0167BAA103,7,0167A044補,3/29/21 0:00,2,
27438,0167BAA103,8,0167A042補,3/29/21 0:00,2,
27531,0167BAA103,9,0167B024,3/29/21 0:00,2,
27471,0167BAA103,10,0167B026,3/29/21 0:00,2,
27528,0167BAA103,11,0167B025,3/29/21 0:00,2,
27520,0167BAA103,12,0167B020,3/29/21 0:00,2,
27506,0167BAA103,13,0167B006,3/29/21 0:00,2,
27332,0167BAA103,14,0167B005,3/29/21 0:00,2,
27473,0167BAA103,15,0167B019,3/29/21 0:00,2,
27515,0167BAA103,16,0167B014,3/29/21 0:00,2,
27533,0167BAA103,17,0167B016,3/29/21 0:00,2,
27530,0167BAA103,18,0167B017,3/29/21 0:00,2,
27499,0168AAA101,1,0167B010補,4/15/21 0:00,1,
27500,0168AAA101,2,0167B004補,4/15/21 0:00,2,
27532,0168AAA101,3,0167B003補,4/15/21 0:00,2,
27592,0168AAA101,4,0168A011,4/15/21 0:00,2,
27561,0168AAA101,5,0168A002,4/15/21 0:00,2,
27566,0168AAA101,6,0168A010,4/15/21 0:00,2,
27525,0168AAA101,7,0168A018,4/15/21 0:00,2,
27527,0168AAA101,8,0168A012,4/15/21 0:00,2,
27606,0168AAA101,9,0168A015,4/15/21 0:00,2,
27552,0168AAA101,10,0168A019,4/15/21 0:00,2,
27554,0168AAA101,11,0168A020,4/15/21 0:00,2,
27557,0168AAA101,12,0168A006,4/15/21 0:00,2,
27560,0168AAA101,13,0168A009,4/15/21 0:00,2,
27605,0168AAA101,14,0168A004,4/15/21 0:00,2,
27550,0168AAA101,15,0168A003,4/15/21 0:00,2,
27509,0168AAA101,16,0167B022補,4/15/21 0:00,2,
27565,0168AAA101,17,0168A005,4/15/21 0:00,2,
27540,0168AAA101,18,0168A013,4/15/21 0:00,2,
27439,0168AAA102,1,0167A058補,4/15/21 0:00,1,
27455,0168AAA102,2,0167A061補,4/15/21 0:00,2,
27551,0168AAA102,3,0168A029,4/15/21 0:00,2,
27555,0168AAA102,4,0168A027,4/15/21 0:00,2,
27587,0168AAA102,5,0168A031,4/15/21 0:00,2,
27537,0168AAA102,6,0168A057,4/15/21 0:00,2,
27574,0168AAA102,7,0168A049,4/15/21 0:00,2,
26736,0168AAA102,8,0168A050,4/15/21 0:00,2,
27549,0168AAA102,9,0168A048,4/15/21 0:00,2,
27564,0168AAA102,10,0168A051,4/15/21 0:00,2,
27547,0168AAA102,11,0168A055,4/15/21 0:00,2,
27583,0168AAA102,12,0168A052,4/15/21 0:00,2,
27597,0168AAA102,13,0168A056,4/15/21 0:00,2,
27545,0168AAA102,14,0168A047,4/15/21 0:00,2,
27535,0168AAA102,15,0168A053,4/15/21 0:00,2,
27585,0168AAA102,16,0168A065,4/15/21 0:00,2,
27556,0168AAA102,17,0168A046,4/15/21 0:00,2,
27576,0168AAA102,18,0168A054,4/15/21 0:00,2,
27504,0168AAA103,1,0167B021補,4/15/21 0:00,1,
27473,0168AAA103,2,0167B019補,4/15/21 0:00,2,
26418,0168AAA103,3,0167A016補,4/15/21 0:00,2,
27579,0168AAA103,4,0168A060,4/15/21 0:00,2,
27553,0168AAA103,5,0168A061,4/15/21 0:00,2,
27612,0168AAA103,6,0168A041,4/15/21 0:00,2,
27598,0168AAA103,7,0168A064,4/15/21 0:00,2,
27603,0168AAA103,8,0168A063,4/15/21 0:00,2,
27577,0168AAA103,9,0168A062,4/15/21 0:00,2,
27539,0168AAA103,10,0168A036,4/15/21 0:00,2,
27505,0168AAA103,11,0168A026,4/15/21 0:00,2,
27572,0168AAA103,12,0168A030,4/15/21 0:00,2,
27558,0168AAA103,13,0168A025,4/15/21 0:00,2,
27570,0168AAA103,14,0168A035,4/15/21 0:00,2,
27578,0168AAA103,15,0168A032,4/15/21 0:00,2,
27568,0168AAA103,16,0168A033,4/15/21 0:00,2,
27536,0168AAA103,17,0168A024,4/15/21 0:00,2,
27511,0168AAA103,18,0168A028,4/15/21 0:00,2,
27489,0168AAA104,1,0167A049補,4/15/21 0:00,1,
27438,0168AAA104,2,0167A042補,4/15/21 0:00,2,
27534,0168AAA104,3,0167B009補,4/15/21 0:00,2,
27591,0168AAA104,4,0168A021,4/15/21 0:00,2,
27546,0168AAA104,5,0168A044,4/15/21 0:00,2,
27573,0168AAA104,6,0168A045,4/15/21 0:00,2,
27593,0168AAA104,7,0168A042,4/15/21 0:00,2,
27584,0168AAA104,8,0168A038,4/15/21 0:00,2,
27538,0168AAA104,9,0168A016,4/15/21 0:00,2,
27589,0168AAA104,10,0168A008,4/15/21 0:00,2,
27563,0168AAA104,11,0168A007,4/15/21 0:00,2,
27575,0168AAA104,12,0168A014,4/15/21 0:00,2,
27562,0168AAA104,13,0168A067,4/15/21 0:00,2,
27595,0168AAA104,14,0168A037,4/15/21 0:00,2,
27594,0168AAA104,15,0168A039,4/15/21 0:00,2,
27559,0168AAA104,16,0168A040,4/15/21 0:00,2,
27569,0168AAA104,17,0168A043,4/15/21 0:00,2,
27057,0168AAA104,18,0163A013補,4/15/21 0:00,2,
27547,0168BAA101,1,0168A055補,4/26/21 0:00,1,
27535,0168BAA101,2,0168A053補,4/26/21 0:00,2,
27613,0168BAA101,3,0168B059,4/26/21 0:00,2,
27543,0168BAA101,4,0168A058補,4/26/21 0:00,2,
27678,0168BAA101,5,0168B017,4/26/21 0:00,2,
27648,0168BAA101,6,0168B018,4/26/21 0:00,2,
27536,0168BAA101,7,0168A024補,4/26/21 0:00,2,
27663,0168BAA101,8,0168B009,4/26/21 0:00,2,
27608,0168BAA101,9,0168B010,4/26/21 0:00,2,
27631,0168BAA101,10,0168B022,4/26/21 0:00,2,
27627,0168BAA101,11,0168B024,4/26/21 0:00,2,
27618,0168BAA101,12,0168B021,4/26/21 0:00,2,
27644,0168BAA101,13,0168B027,4/26/21 0:00,2,
27664,0168BAA101,14,0168B019,4/26/21 0:00,2,
27677,0168BAA101,15,0168B020,4/26/21 0:00,2,
27600,0168BAA101,16,0168B016,4/26/21 0:00,2,
27579,0168BAA102,1,0168A060補,4/26/21 0:00,1,
27520,0168BAA102,2,0167B020補,4/26/21 0:00,2,
27661,0168BAA102,3,0168B014,4/26/21 0:00,2,
27651,0168BAA102,4,0168B026,4/26/21 0:00,2,
27624,0168BAA102,5,0168B062,4/26/21 0:00,2,
27667,0168BAA102,6,0168B061,4/26/21 0:00,2,
27637,0168BAA102,7,0168B005,4/26/21 0:00,2,
27622,0168BAA102,8,0168B002,4/26/21 0:00,2,
27643,0168BAA102,9,0168B004,4/26/21 0:00,2,
27619,0168BAA102,10,0168B003,4/26/21 0:00,2,
27635,0168BAA102,11,0168B001,4/26/21 0:00,2,
27636,0168BAA102,12,0168B006,4/26/21 0:00,2,
27299,0168BAA102,13,0165B026補,4/26/21 0:00,2,
27656,0168BAA102,14,0168B052,4/26/21 0:00,2,
27634,0168BAA102,15,0168B046,4/26/21 0:00,2,
27621,0168BAA102,16,0168B051,4/26/21 0:00,2,
27554,0168BAA103,1,0168A020補,4/26/21 0:00,1,
27551,0168BAA103,2,0168A029補,4/26/21 0:00,2,
27666,0168BAA103,3,0168B011,4/26/21 0:00,2,
27620,0168BAA103,4,0168B056,4/26/21 0:00,2,
27604,0168BAA103,5,0168B057,4/26/21 0:00,2,
27623,0168BAA103,6,0168B054,4/26/21 0:00,2,
27598,0168BAA103,7,0168A064補,4/26/21 0:00,2,
27629,0168BAA103,8,0168B050,4/26/21 0:00,2,
27571,0168BAA103,9,0168A059補,4/26/21 0:00,2,
27524,0168BAA103,10,0167B023補,4/26/21 0:00,2,
27649,0168BAA103,11,0168B044,4/26/21 0:00,2,
27642,0168BAA103,12,0168B045,4/26/21 0:00,2,
27638,0168BAA103,13,0168B047,4/26/21 0:00,2,
27659,0168BAA103,14,0168B043,4/26/21 0:00,2,
27626,0168BAA103,15,0168B048,4/26/21 0:00,2,
27668,0168BAA103,16,0168B049,4/26/21 0:00,2,
27494,0168BAA104,1,0167A048補,4/26/21 0:00,2,
27561,0168BAA104,2,0168A002補,4/26/21 0:00,2,
27669,0168BAA104,3,0168B060,4/26/21 0:00,2,
27676,0168BAA104,4,0168B064,4/26/21 0:00,2,
27562,0168BAA104,5,0168A067補,4/26/21 0:00,2,
27630,0168BAA104,6,0168B038,4/26/21 0:00,2,
27628,0168BAA104,7,0168B033,4/26/21 0:00,2,
27652,0168BAA104,8,0168B041,4/26/21 0:00,2,
27647,0168BAA104,9,0168B028,4/26/21 0:00,2,
27662,0168BAA104,10,0168B029,4/26/21 0:00,2,
27640,0168BAA104,11,0168B030,4/26/21 0:00,2,
27679,0168BAA104,12,0168B031,4/26/21 0:00,2,
27602,0168BAA104,13,0168B035,4/26/21 0:00,2,
27616,0168BAA104,14,0168B037,4/26/21 0:00,2,
27650,0168BAA104,15,0168B039,4/26/21 0:00,2,
27645,0168BAA104,16,0168B040,4/26/21 0:00,2,
27606,0168BAA105,1,0168A015補,4/26/21 0:00,1,
27603,0168BAA105,2,0168A063補,4/26/21 0:00,2,
27556,0168BAA105,3,0168A046補,4/26/21 0:00,2,
27617,0168BAA105,4,0168B058,4/26/21 0:00,2,
27544,0168BAA105,5,0168A034補,4/26/21 0:00,2,
27654,0168BAA105,6,0168B025,4/26/21 0:00,2,
27653,0168BAA105,7,0168B015,4/26/21 0:00,2,
27610,0168BAA105,8,0168A023補,4/26/21 0:00,2,
27639,0168BAA105,9,0168B008,4/26/21 0:00,2,
27615,0168BAA105,10,0168B013,4/26/21 0:00,2,
27601,0168BAA105,11,0168B012,4/26/21 0:00,2,
27614,0168BAA105,12,0168B032,4/26/21 0:00,2,
27609,0168BAA105,13,0168B034,4/26/21 0:00,2,
27672,0168BAA105,14,0168B036,4/26/21 0:00,2,
27682,0168BAA105,15,0168B063,4/26/21 0:00,2,
27670,0168BAA105,16,0168B042,4/26/21 0:00,2,
27655,0168BAA105,17,0168B053,4/26/21 0:00,2,
27634,0169AAA101,1,0168B046補,5/18/21 0:00,1,
27571,0169AAA101,2,0168A059補,5/18/21 0:00,1,
27628,0169AAA101,3,0168B033補,5/18/21 0:00,2,
27562,0169AAA101,4,0168A067補,5/18/21 0:00,2,
27669,0169AAA101,5,0168B060補,5/18/21 0:00,2,
27403,0169AAA101,6,0166B008補,5/18/21 0:00,2,
27721,0169AAA101,7,0169A050,5/18/21 0:00,2,
27729,0169AAA101,8,0169A051,5/18/21 0:00,2,
27679,0169AAA101,9,0168B031補,5/18/21 0:00,2,
27732,0169AAA101,10,0169A021,5/18/21 0:00,2,
